state,county,fips,od_count,opioid_claim_count,county_population,od_per_prescription,od_per_rx_rank,od_per_capita,rx_per_capita,od_per_capita_rank,rx_per_capita_rank
FL,Marion County,12083,47,138604.0,339167,0.000339095552798,678,0.000138574802383,0.408660040629,551,271
UT,Carbon County,49007,13,8440.0,20660,0.00154028436019,47,0.000629235237173,0.408518877057,12,272
GA,Catoosa County,13047,13,26740.0,65621,0.000486163051608,498,0.000198107313208,0.407491504244,337,273
MI,Oakland County,26125,115,504320.0,1237868,0.000228029822335,800,9.29016664135e-05,0.407410160049,761,274
KY,Grayson County,21085,10,10624.0,26194,0.000941265060241,160,0.000381766816828,0.405589066198,58,275
OH,Trumbull County,39155,58,83031.0,205175,0.000698534282376,294,0.000282685512367,0.404683806507,134,276
MD,Allegany County,24001,12,29512.0,72952,0.000406614258607,595,0.000164491720583,0.404539971488,458,277
GA,Murray County,13213,10,15914.0,39410,0.00062837752922,358,0.000253742704897,0.403806140573,203,278
SC,Georgetown County,45043,11,24471.0,60773,0.000449511666871,543,0.000181001431557,0.402662366511,389,279
KY,Jefferson County,21111,200,305691.0,760026,0.000654255440952,335,0.000263148892275,0.402211240142,185,280
NC,Durham County,37063,27,118397.0,294460,0.000228046318741,799,9.16932690348e-05,0.402081776812,767,281
SC,Pickens County,45077,33,48357.0,120368,0.000682424468019,314,0.000274159244982,0.40174298817,155,282
NC,Johnston County,37101,11,72872.0,181423,0.000150949610276,835,6.06317831807e-05,0.401669027632,834,283
PA,Lycoming County,42081,18,46739.0,116508,0.000385117353816,628,0.000154495828613,0.401165585196,503,284
FL,Pasco County,12101,102,194365.0,485331,0.000524785841072,454,0.000210165845578,0.400479260546,296,285
OH,Highland County,39071,13,17236.0,43045,0.00075423532142,259,0.000302009524916,0.400418167034,111,286
PA,Westmoreland County,42129,102,143707.0,359320,0.000709777533453,284,0.000283869531337,0.399941556273,132,287
PA,Carbon County,42025,18,25724.0,64441,0.000699735655419,293,0.000279325274282,0.39918685309,139,288
MS,Jackson County,28059,34,56254.0,141137,0.000604401464785,384,0.00024090068515,0.398577268895,227,289
AL,Madison County,1089,21,139442.0,350299,0.000150600249566,836,5.9948786608e-05,0.398065652485,835,290
MI,Ingham County,26065,55,113245.0,284582,0.000485672656629,499,0.000193265912812,0.397934514481,352,291
IL,Adams County,17001,11,26544.0,66988,0.000414406268837,586,0.000164208514958,0.39625007464,460,292
OK,Washington County,40147,16,20577.0,51937,0.000777567186665,244,0.000308065540944,0.39619153975,103,293
TX,Jefferson County,48245,34,99896.0,252235,0.000340353968127,677,0.000134794933296,0.396043372252,573,294
OK,Mayes County,40097,11,16121.0,40816,0.000682339805223,315,0.000269502156017,0.394967659741,168,295
FL,Lake County,12069,32,124620.0,315690,0.000256780613064,774,0.000101365263391,0.39475434762,737,296
CO,Denver County,8031,134,260983.0,663862,0.00051344340436,467,0.000201849179498,0.393128391142,325,297
AR,Washington County,5143,24,86789.0,220792,0.000276532740324,749,0.000108699590565,0.393080365231,695,298
AZ,Mohave County,4015,52,79893.0,203361,0.000650870539346,338,0.000255702912555,0.392862938322,198,299
OK,Oklahoma County,40109,175,300768.0,766215,0.000581843813172,410,0.000228395424261,0.392537342652,249,300
NV,Douglas County,32005,13,18645.0,47536,0.000697237865379,295,0.00027347694379,0.392229047459,156,301
ME,Kennebec County,23011,15,47440.0,121112,0.000316188870152,713,0.000123852302001,0.39170354713,635,302
TX,Wichita County,48485,24,51767.0,132355,0.000463615817026,522,0.000181330512636,0.391122360319,386,303
FL,Alachua County,12001,19,100113.0,256380,0.000189785542337,816,7.41087448319e-05,0.39048677744,810,304
OR,Lane County,41039,62,139841.0,358337,0.000443360673908,551,0.000173021485362,0.390249960233,420,305
AR,Faulkner County,5045,15,46906.0,120768,0.000319788513197,708,0.00012420508744,0.388397588765,633,306
FL,Charlotte County,12015,13,65415.0,168474,0.000198731177864,812,7.71632418059e-05,0.388279497133,807,307
GA,Douglas County,13097,23,53687.0,138776,0.000428409112076,573,0.000165734709172,0.386860840491,451,308
OR,Lincoln County,41041,13,17851.0,46406,0.000728250518178,275,0.000280136189286,0.384670085765,138,309
NH,Strafford County,33017,35,48212.0,125604,0.000725960341824,277,0.000278653546065,0.38384127894,141,310
OH,Wood County,39173,17,49738.0,129590,0.00034179098476,673,0.000131182961648,0.383810479204,598,311
LA,Acadia Parish,22001,11,23919.0,62486,0.000459885446716,529,0.000176039432833,0.382789744903,408,312
FL,Martin County,12085,18,58685.0,153392,0.00030672233109,721,0.000117346406592,0.382581881715,665,313
OH,Lucas County,39095,126,166465.0,435286,0.000756915868201,258,0.000289464857588,0.382426726336,131,314
IL,Jackson County,17077,10,22818.0,59677,0.000438250503988,562,0.000167568745078,0.382358362518,442,315
PA,Allegheny County,42003,308,470499.0,1231255,0.000654624133101,333,0.000250151268421,0.382129615717,210,316
WI,Ozaukee County,55089,12,33414.0,87470,0.000359130903214,658,0.000137189893678,0.382005258946,560,317
OH,Butler County,39017,159,141917.0,374158,0.00112037317587,105,0.000424954163749,0.379296981489,41,318
MI,Eaton County,26045,14,41105.0,108579,0.000340591168958,676,0.000128938376666,0.378572283775,607,319
CA,Humboldt County,6023,38,51030.0,134809,0.000744660003919,266,0.000281880289892,0.378535557715,135,320
PA,Northumberland County,42097,13,35532.0,93944,0.000365867387144,651,0.000138380311675,0.378225325726,554,321
IN,St. Joseph County,18141,42,101090.0,267618,0.000415471362153,584,0.000156940116136,0.377739912861,489,322
PA,Luzerne County,42079,61,119408.0,318829,0.000510853544151,469,0.000191325130399,0.374520510995,360,323
PA,Washington County,42125,41,77872.0,208187,0.000526505033902,452,0.000196938329483,0.374048331548,341,324
CA,Tuolumne County,6109,19,20103.0,53831,0.000945132567279,157,0.000352956474894,0.373446527094,72,325
LA,Livingston Parish,22063,31,50645.0,135751,0.000612103860203,376,0.000228359275438,0.373072758212,250,326
KY,Madison County,21151,24,32516.0,87340,0.000738098167056,270,0.000274788184108,0.372292191436,153,327
IN,Hancock County,18059,21,26761.0,71978,0.000784724038713,243,0.000291755814277,0.371794159326,124,328
MO,Christian County,29043,11,30483.0,82101,0.000360856871043,657,0.000133981315697,0.371286586034,578,329
WI,Milwaukee County,55079,261,354947.0,956406,0.000735321047931,273,0.000272896656859,0.371125860775,157,330
OH,Sandusky County,39143,14,22309.0,60179,0.000627549419517,360,0.000232639292777,0.370710713039,240,331
OH,Stark County,39151,64,139168.0,375736,0.000459875833525,530,0.000170332361019,0.370387719037,431,332
MN,St. Louis County,27137,39,73963.0,200949,0.000527290672363,450,0.000194079094696,0.368068514897,348,333
OK,Muskogee County,40101,30,25624.0,69966,0.00117077739619,95,0.000428779692994,0.366235028442,40,334
PA,Lebanon County,42075,22,49882.0,136359,0.000441040856421,557,0.000161338818853,0.365813771002,475,335
IN,Dearborn County,18029,15,18015.0,49506,0.000832639467111,217,0.000302993576536,0.36389528542,107,336
FL,Pinellas County,12103,171,341268.0,938098,0.000501072470903,476,0.000182283727286,0.363787152302,385,337
GA,Paulding County,13223,29,54086.0,148987,0.000536183115779,442,0.000194647855182,0.363024961909,344,338
OR,Multnomah County,41051,125,281051.0,776712,0.000444759136242,547,0.000160934812389,0.361847119653,476,339
MI,Washtenaw County,26161,64,128678.0,356874,0.000497365517027,487,0.000179335003391,0.360569836973,399,340
CA,Mendocino County,6045,21,31668.0,87869,0.000663129973475,326,0.000238992136021,0.360400141119,229,341
MO,Boone County,29019,18,61998.0,172717,0.000290331946192,732,0.000104216724468,0.358957137977,727,342
OH,Jefferson County,39081,23,24265.0,67694,0.000947867298578,154,0.000339764233167,0.358451265991,80,343
OH,Licking County,39089,27,60631.0,169390,0.000445316752156,546,0.000159395477891,0.357937304445,480,344
OH,Clark County,39023,41,48835.0,136554,0.0008395617897,207,0.000300247521127,0.357624090104,115,345
MI,Kent County,26081,53,224998.0,629237,0.000235557649401,789,8.42289947985e-05,0.357572742862,780,346
TX,Taylor County,48441,16,48318.0,135143,0.000331139533921,688,0.000118393109521,0.357532391615,657,347
PA,Lehigh County,42077,64,127898.0,357823,0.000500398755258,478,0.000178859380196,0.357433703256,400,348
WI,Outagamie County,55087,15,65026.0,182006,0.000230676959985,797,8.2414865444e-05,0.357273936024,785,349
WA,Walla Walla County,53071,14,21284.0,59844,0.000657771095659,329,0.000233941581445,0.355658044248,237,350
LA,Avoyelles Parish,22009,10,14592.0,41145,0.000685307017544,310,0.000243042897071,0.354648195406,221,351
PA,Beaver County,42007,37,59909.0,169392,0.000617603365104,370,0.000218428261075,0.353670775479,276,352
TX,Nueces County,48355,64,125611.0,356221,0.000509509517479,472,0.000179663748067,0.352620985287,394,353
LA,Tangipahoa Parish,22105,26,44754.0,127049,0.000580953657774,411,0.000204645451755,0.352257790301,312,354
FL,Sarasota County,12115,51,139516.0,396962,0.000365549471028,652,0.0001284757735,0.351459333639,612,355
FL,Indian River County,12061,23,50872.0,144755,0.000452115112439,541,0.000158889157542,0.351435183586,486,356
OK,Pottawatomie County,40125,17,25178.0,71811,0.000675192628485,318,0.000236732534013,0.350614808316,234,357
IL,Winnebago County,17201,78,101097.0,288542,0.000771536247366,249,0.000270324597459,0.350371869607,161,358
PA,Armstrong County,42005,18,23675.0,67785,0.000760295670539,255,0.000265545474663,0.349266061813,178,359
MO,Platte County,29165,10,33091.0,94788,0.000302196971986,724,0.000105498586319,0.349105371988,718,360
VA,Newport News city,51700,28,63738.0,182965,0.000439298377734,561,0.000153034733419,0.348361708523,505,361
IN,Marion County,18097,257,325275.0,934243,0.000790100684037,240,0.0002750890293,0.34816958757,152,362
AL,Lee County,1081,10,53617.0,154255,0.000186508010519,820,6.48277203332e-05,0.347586788111,830,363
IN,Hendricks County,18063,20,54138.0,156056,0.000369426280986,647,0.000128159122366,0.346913928333,615,364
WI,Fond du Lac County,55039,12,35134.0,101759,0.000341549496214,674,0.000117925687163,0.345266757732,661,365
KY,Franklin County,21073,10,17215.0,49880,0.000580888759802,412,0.000200481154771,0.345128307939,333,366
KS,Wyandotte County,20209,13,55760.0,161636,0.000233142037303,794,8.04276275087e-05,0.344972654607,795,367
VA,Portsmouth city,51740,19,33083.0,96004,0.000574313091316,417,0.000197908420482,0.344600224991,338,368
NH,Coos County,33007,12,10872.0,31653,0.00110375275938,109,0.000379110984741,0.343474552175,61,369
OH,Miami County,39109,19,35660.0,103900,0.000532809871004,448,0.000182868142445,0.343214629451,384,370
NC,Lincoln County,37109,10,27320.0,79829,0.000366032210835,649,0.000125267759837,0.342231519874,630,371
FL,Volusia County,12127,56,173660.0,507531,0.000322469192675,701,0.000110338087723,0.34216629132,690,372
MD,Baltimore city,24510,268,212713.0,622793,0.00125991359249,79,0.000430319544375,0.341546870308,39,373
GA,Clayton County,13063,18,91274.0,267542,0.00019720840546,814,6.72791561699e-05,0.341157650014,827,374
IN,Tippecanoe County,18157,31,62442.0,183074,0.000496460715544,489,0.000169330434688,0.341075193638,434,375
MO,St. Louis County,29189,179,341688.0,1001876,0.00052386972911,455,0.000178664824789,0.341048193589,401,376
ME,Penobscot County,23019,21,52312.0,153414,0.000401437528674,601,0.000136884508585,0.340985829194,562,377
MA,Franklin County,25011,11,24059.0,70862,0.000457209360323,534,0.000155231294629,0.339519065225,498,378
GA,Henry County,13151,28,72492.0,213869,0.000386249517188,627,0.000130921264886,0.338955154791,600,379
SC,Horry County,45051,60,101113.0,298832,0.000593395507996,398,0.000200781710125,0.338360684264,332,380
SC,Charleston County,45019,55,128870.0,381015,0.000426786684255,575,0.00014435127226,0.338228153747,533,381
CA,Stanislaus County,6099,71,179644.0,531997,0.00039522611387,616,0.000133459399207,0.337678595932,582,382
NJ,Atlantic County,34001,66,92565.0,275209,0.000713012477718,283,0.000239817738519,0.336344378273,228,383
OK,Cleveland County,40027,42,90182.0,269908,0.00046572486749,519,0.000155608577738,0.334121256132,496,384
MI,St. Clair County,26147,45,53446.0,160078,0.000841971335554,205,0.000281112957433,0.333874736066,137,385
KY,Russell County,21207,15,5927.0,17774,0.00253079129408,14,0.000843929334984,0.33346461123,6,386
OR,Clackamas County,41005,43,131394.0,394972,0.000327259996651,695,0.000108868476753,0.332666619406,694,387
IL,Macon County,17115,12,35816.0,108350,0.000335045789591,683,0.00011075219197,0.330558375635,689,388
GA,Chatham County,13051,25,93666.0,283379,0.000266905814276,765,8.82210749562e-05,0.330532608274,773,389
CA,Nevada County,6057,20,32594.0,98893,0.000613609866847,375,0.000202238783331,0.329588545195,323,390
IN,Johnson County,18081,25,48589.0,147538,0.000514519747268,464,0.000169447871057,0.329332104271,433,391
AR,Benton County,5007,32,79372.0,242321,0.000403164844026,597,0.000132056239451,0.327548994928,592,392
FL,Brevard County,12009,106,182173.0,556885,0.000581864491445,409,0.000190344505598,0.327128581305,362,393
PA,Schuylkill County,42107,31,47662.0,145797,0.000650413327179,339,0.000212624402423,0.326906589299,290,394
OH,Adams County,39001,11,9156.0,28129,0.00120139799039,90,0.00039105549433,0.32550037328,55,395
FL,Duval County,12031,145,290648.0,897698,0.000498885249511,484,0.000161524254259,0.323770354841,474,396
IA,Polk County,19153,59,148657.0,459862,0.000396886793087,610,0.000128299359373,0.323264370616,613,397
PA,Erie County,42049,54,90000.0,278443,0.0006,391,0.000193935563113,0.323225938522,349,398
WA,Skagit County,53057,15,38638.0,120365,0.000388218851907,625,0.000124620944627,0.321006937233,631,399
TX,Lubbock County,48303,36,93991.0,293974,0.000383015395091,633,0.000122459809371,0.319725553961,641,400
GA,Houston County,13153,12,47472.0,149111,0.000252780586451,777,8.0476960117e-05,0.318366854223,794,401
IL,Madison County,17119,85,84820.0,266560,0.001002122141,139,0.00031887755102,0.318202280912,97,402
OK,Le Flore County,40079,12,15824.0,49761,0.000758341759353,257,0.000241152709954,0.318000040192,226,403
WA,Lewis County,53041,14,23797.0,75128,0.000588309450771,400,0.000186348631669,0.316752741987,374,404
KY,Hardin County,21093,16,34243.0,108266,0.000467248780773,515,0.000147784161233,0.316285814568,522,405
MO,Lincoln County,29113,11,17147.0,54249,0.000641511634688,348,0.000202768714631,0.31607955907,321,406
GA,Troup County,13285,10,21930.0,69469,0.000455996352029,536,0.000143949099598,0.315680375419,535,407
TX,Parker County,48367,16,38820.0,123164,0.000412158681092,588,0.000129908090026,0.315189503426,604,408
MO,Franklin County,29071,22,32135.0,102084,0.000684611793994,311,0.000215508796677,0.314789780965,287,409
UT,Washington County,49053,23,47735.0,151948,0.000481826751859,503,0.000151367573117,0.314153526206,511,410
LA,Orleans Parish,22071,117,120494.0,384320,0.000971002705529,147,0.000304433805162,0.313525187344,105,411
WA,Spokane County,53063,60,151549.0,484318,0.000395911553359,613,0.000123885546273,0.312912177536,634,412
MT,Flathead County,30029,11,29617.0,94924,0.000371408312793,645,0.000115882179428,0.312007500737,671,413
KS,Sedgwick County,20173,88,158620.0,508803,0.000554785020804,431,0.000172954955061,0.311751306498,421,414
NH,Grafton County,33009,14,27932.0,89658,0.000501217241873,475,0.000156148921457,0.311539405296,494,415
FL,Highlands County,12055,13,30486.0,98236,0.000426425244374,576,0.000132334378436,0.310334296999,589,416
FL,St. Lucie County,12111,40,90077.0,291028,0.000444064522575,550,0.000137443819839,0.30951317399,559,417
WI,Winnebago County,55139,27,52460.0,169511,0.00051467784979,462,0.000159281698533,0.309478440927,482,418
FL,Clay County,12019,28,61785.0,199798,0.000453184429878,539,0.000140141542958,0.309237329703,546,419
OR,Deschutes County,41017,17,52477.0,170388,0.000323951445395,699,9.97722844332e-05,0.307985304129,741,420
NC,Cumberland County,37051,44,100092.0,326328,0.000439595572074,559,0.000134833664289,0.306722071045,572,421
MD,Washington County,24043,45,45700.0,149573,0.000984682713348,145,0.000300856437993,0.305536427029,114,422
OK,Delaware County,40041,13,12621.0,41446,0.00103002931622,131,0.000313661149447,0.304516720552,99,423
WI,Rock County,55105,30,48885.0,161188,0.000613685179503,374,0.000186118073306,0.303279400452,375,424
NV,Washoe County,32031,78,133424.0,440078,0.00058460247032,404,0.000177241307223,0.303182617627,404,425
TX,Tom Green County,48451,10,35322.0,116608,0.000283109676689,739,8.57574094402e-05,0.302912321625,778,426
MI,Wayne County,26163,453,534460.0,1764804,0.000847584477791,202,0.000256685728274,0.30284382855,195,427
TX,Johnson County,48251,17,47678.0,157456,0.000356558580477,659,0.000107966670054,0.302802052637,698,428
TX,Kaufman County,48257,15,33666.0,111236,0.000445553377295,545,0.000134848430364,0.30265381711,571,429
ID,Bonneville County,16019,22,32800.0,108623,0.000670731707317,321,0.000202535374644,0.301961831288,322,430
PA,Montgomery County,42091,133,246179.0,816857,0.000540257292458,439,0.000162819196016,0.301373435008,464,431
MT,Missoula County,30063,12,33926.0,112684,0.000353711018098,664,0.000106492492279,0.301072024422,708,432
OR,Linn County,41043,26,35904.0,119356,0.000724153297683,279,0.000217835718355,0.300814370455,280,433
CA,Placer County,6061,36,111510.0,371694,0.000322841000807,700,9.6853863662e-05,0.300004842693,748,434
DE,Sussex County,10005,38,63233.0,210849,0.000600952034539,390,0.000180223762029,0.299897082746,390,435
VA,Norfolk city,51710,32,73435.0,245428,0.000435759515218,564,0.000130384471209,0.299211988852,603,436
MO,Jefferson County,29099,74,66539.0,222716,0.00111212972843,107,0.00033226171447,0.29876165161,86,437
NJ,Camden County,34007,128,152464.0,511038,0.000839542449365,208,0.000250470610796,0.298341806284,207,438
CA,Amador County,6005,12,10945.0,36742,0.00109639104614,111,0.000326601709216,0.297887975614,91,439
OK,Garfield County,40047,14,18773.0,63091,0.000745751877697,264,0.000221901697548,0.297554326291,268,440
PA,Bradford County,42015,10,18372.0,61784,0.000544306553451,436,0.000161854201735,0.297358539428,473,441
KS,Shawnee County,20177,27,52948.0,178406,0.000509934275138,471,0.000151340201563,0.296783740457,512,442
CA,San Luis Obispo County,6079,28,82821.0,279083,0.000338078506659,679,0.000100328576087,0.296761178574,740,443
SD,Minnehaha County,46099,21,54268.0,182882,0.000386968379155,626,0.00011482814055,0.296737787207,672,444
OK,Grady County,40051,12,15974.0,53854,0.000751220733692,261,0.000222824674119,0.296616778698,266,445
PA,Butler County,42019,38,55078.0,185943,0.000689930643814,305,0.000204363702855,0.296209053312,313,446
MI,Lenawee County,26091,19,29333.0,99047,0.000647734633348,345,0.000191828122003,0.296152331721,359,447
NC,Carteret County,37031,15,20373.0,68811,0.000736268590782,272,0.000217988403017,0.296071848978,279,448
MS,Rankin County,28121,12,43700.0,148070,0.000274599542334,753,8.10427500507e-05,0.295130681434,792,449
IL,Vermilion County,17183,18,23521.0,79728,0.000765273585307,251,0.000225767609874,0.29501555288,257,450
MI,Macomb County,26099,252,253243.0,860112,0.000995091670846,143,0.000292985099615,0.294430260245,121,451
MI,Monroe County,26115,38,43997.0,149824,0.000863695251949,195,0.000253630926954,0.293657891927,205,452
IA,Black Hawk County,19013,12,38979.0,132897,0.000307858077426,718,9.02954919976e-05,0.293302331881,769,453
TX,Henderson County,48213,16,23244.0,79290,0.000688349681638,306,0.000201790894186,0.293151721529,327,454
ID,Kootenai County,16055,10,43088.0,147326,0.000232083178611,796,6.78766816448e-05,0.292467045871,826,455
GA,Cherokee County,13057,36,67509.0,230985,0.000533262231702,445,0.000155854276252,0.292265731541,495,456
WA,Benton County,53005,24,54398.0,186486,0.000441192690908,555,0.000128695987903,0.291700181247,610,457
LA,Calcasieu Parish,22019,30,57354.0,197204,0.00052306726645,456,0.000152126731709,0.290835885682,507,458
NY,Ontario County,36069,12,31904.0,109707,0.000376128385155,640,0.000109382263666,0.290810978333,692,459
OH,Cuyahoga County,39035,278,365769.0,1259828,0.000760042540511,256,0.000220665043165,0.290332489832,271,460
VA,Hanover County,51085,11,29443.0,101918,0.000373603233366,643,0.000107929904433,0.288889106929,699,461
OK,Rogers County,40131,16,25936.0,89815,0.000616903146206,372,0.00017814396259,0.288771363358,402,462
DE,Kent County,10001,35,49623.0,171987,0.000705318098462,288,0.000203503753191,0.288527621274,316,463
PA,Wayne County,42127,12,14811.0,51401,0.000810208628722,229,0.000233458493025,0.288146145017,238,464
IA,Dubuque County,19061,11,27714.0,96370,0.000396911308364,609,0.000114143405624,0.287579122133,678,465
IL,Sangamon County,17167,38,57182.0,198997,0.000664544786821,324,0.000190957652628,0.287351065594,361,466
LA,Lafourche Parish,22057,25,28159.0,98020,0.000887815618452,186,0.000255049989798,0.287278106509,199,467
OH,Ashtabula County,39007,29,28437.0,99175,0.0010197981503,132,0.000292412402319,0.28673556844,123,468
NH,Merrimack County,33013,37,42171.0,147171,0.000877380190178,190,0.000251408225805,0.286544224066,206,469
CA,Tulare County,6107,34,131013.0,458198,0.000259516231214,772,7.42037285191e-05,0.285930973073,809,470
MO,Clay County,29047,25,66602.0,233682,0.00037536410318,641,0.000106982993983,0.285011254611,705,471
ID,Ada County,16001,56,121442.0,426236,0.000461125475536,526,0.000131382614326,0.284917275875,596,472
AZ,Yavapai County,4025,57,62314.0,218844,0.000914722213307,174,0.000260459505401,0.284741642449,190,473
MI,Berrien County,26021,36,44186.0,155233,0.000814737699724,227,0.000231909452243,0.284643084911,243,474
PA,Dauphin County,42043,59,77215.0,271453,0.000764100239591,253,0.000217348859655,0.284450715225,281,475
CO,Arapahoe County,8005,101,175753.0,618821,0.000574670133653,416,0.000163213594884,0.284012662789,463,476
GA,Barrow County,13013,13,20795.0,73240,0.000625150276509,363,0.000177498634626,0.283929546696,403,477
MT,Yellowstone County,30111,21,44180.0,155634,0.000475328202807,510,0.000134931955742,0.283871133557,569,478
OH,Belmont County,39013,16,19514.0,69461,0.000819924157015,225,0.000230345085732,0.280934625185,244,479
AZ,Gila County,4007,17,14906.0,53119,0.00114048034349,99,0.000320036145259,0.280615222425,95,480
AR,White County,5145,10,22001.0,78592,0.000454524794328,538,0.000127239413681,0.279939434039,618,481
WA,Clallam County,53009,10,20289.0,72715,0.000492877914141,496,0.000137523207041,0.279020834766,558,482
WI,Manitowoc County,55071,13,22238.0,80160,0.000584584944689,405,0.000162175648703,0.277420159681,468,483
PA,Indiana County,42063,12,24327.0,87706,0.000493279072635,495,0.000136820742024,0.277369849269,564,484
WI,Waukesha County,55133,50,108967.0,395118,0.000458854515587,532,0.000126544475321,0.275783436847,621,485
MD,Baltimore County,24005,192,227566.0,826925,0.000843711274971,203,0.000232185506545,0.275195453034,242,486
IA,Pottawattamie County,19155,10,25551.0,93128,0.000391374114516,618,0.000107379091143,0.27436431578,704,487
NY,Broome County,36007,37,53967.0,197349,0.000685604165509,309,0.000187485115202,0.273459708435,369,488
WI,Jefferson County,55055,17,23046.0,84395,0.000737655124534,271,0.000201433734226,0.273073049351,328,489
CA,Solano County,6095,70,117636.0,431131,0.000595055935258,396,0.000162363643533,0.272854422438,465,490
IN,Elkhart County,18039,28,54820.0,201971,0.00051076249544,470,0.000138633764253,0.271425105584,550,491
FL,Manatee County,12081,88,95360.0,351746,0.000922818791946,167,0.000250180527995,0.271104717609,208,492
AR,Lonoke County,5085,15,19344.0,71557,0.000775434243176,245,0.00020962309767,0.270329946756,300,493
FL,Polk County,12105,80,171485.0,634638,0.000466513106103,517,0.000126056113879,0.270209158607,624,494
MI,Ottawa County,26139,31,74613.0,276292,0.000415477195663,583,0.000112200136088,0.270051250127,683,495
MD,Wicomico County,24045,15,27264.0,101539,0.000550176056338,433,0.000147726489329,0.268507667005,523,496
FL,Lee County,12071,80,181656.0,679513,0.000440392830405,558,0.000117731375264,0.267332633813,663,497
ID,Bingham County,16011,10,12027.0,45269,0.000831462542612,219,0.000220901720824,0.265678499636,270,498
IL,St. Clair County,17163,46,70541.0,265729,0.000652103032279,337,0.000173108693443,0.265462181395,419,499
MA,Berkshire County,25003,27,34127.0,128715,0.000791162422715,239,0.000209765761566,0.265136153517,298,500
SC,Berkeley County,45015,26,52523.0,198205,0.000495021228795,491,0.000131177316415,0.264993315002,599,501
MO,Jackson County,29095,113,180415.0,683191,0.000626333730566,362,0.000165400305332,0.264076956517,454,502
OH,Lorain County,39093,76,80207.0,304216,0.000947548218983,155,0.000249822494543,0.263651484472,211,503
FL,Osceola County,12097,36,81516.0,310211,0.000441631090829,553,0.000116050043358,0.262775981509,670,504
WI,Monroe County,55081,11,11855.0,45379,0.000927878532265,165,0.000242402873576,0.26124418784,223,505
NM,Eddy County,35015,15,14725.0,56395,0.00101867572156,133,0.000265981026687,0.261104707864,176,506
OH,Franklin County,39049,228,321516.0,1231393,0.000709140447132,286,0.000185156160543,0.261099421549,378,507
PA,York County,42133,115,115047.0,440755,0.000999591471312,142,0.00026091592835,0.261022563556,188,508
ID,Bannock County,16005,28,21755.0,83347,0.00128706044587,75,0.000335944905036,0.26101719318,83,509
VT,Bennington County,50003,10,9508.0,36445,0.00105174589819,127,0.000274386061188,0.260886266978,154,510
KY,Boone County,21015,30,32925.0,126413,0.000911161731207,175,0.000237317364512,0.260455807551,232,511
OH,Lake County,39085,56,59553.0,229230,0.000940338857824,162,0.000244296121799,0.259795838241,220,512
NY,Tioga County,36107,13,12953.0,49870,0.00100362850305,137,0.000260677762182,0.259735311811,189,513
ME,Cumberland County,23005,48,74746.0,287797,0.000642174832098,347,0.000166784226382,0.25971778719,446,514
IN,Morgan County,18109,19,18089.0,69693,0.00105036209851,128,0.00027262422338,0.259552609301,158,515
NM,Santa Fe County,35049,38,38407.0,148164,0.000989402973416,144,0.000256472557436,0.259219513512,196,516
OR,Washington County,41067,41,145843.0,562998,0.000281124222623,741,7.28244150068e-05,0.259047101411,816,517
CO,Jefferson County,8059,75,144603.0,558503,0.000518661438559,458,0.000134287550828,0.258911769498,577,518
TN,Rutherford County,47149,30,74742.0,288906,0.000401380749779,602,0.000103840003323,0.258706984279,728,519
NY,Chautauqua County,36013,19,34119.0,132053,0.000556874468771,430,0.000143881623288,0.258373531839,537,520
MN,Stearns County,27145,11,39455.0,152912,0.000278798631352,747,7.19368002511e-05,0.258024223083,820,521
IA,Scott County,19163,17,44175.0,171387,0.000384833050368,629,9.91907204164e-05,0.257750004376,743,522
WA,Mason County,53045,10,15624.0,60711,0.000640040962622,349,0.00016471479633,0.257350397786,457,523
FL,Columbia County,12023,11,17463.0,67857,0.000629903223959,355,0.000162105604433,0.257350015474,471,524
TN,Montgomery County,47125,26,48760.0,189961,0.000533223954061,446,0.000136870199673,0.256684266771,563,525
MA,Hampden County,25013,66,120144.0,468161,0.000549340791051,435,0.000140977142479,0.256629663727,543,526
NY,Sullivan County,36105,18,19461.0,75943,0.00092492677663,166,0.000237019870166,0.256257982961,233,527
OH,Darke County,39037,13,13328.0,52196,0.000975390156062,146,0.000249061230746,0.255345237183,214,528
CA,Lassen County,6035,12,8054.0,31749,0.00148994288552,50,0.000377964660304,0.253677281174,62,529
TX,Guadalupe County,48187,12,37340.0,147250,0.000321371183717,702,8.1494057725e-05,0.253582342954,790,530
SC,Dorchester County,45035,15,37647.0,148469,0.00039843812256,608,0.000101031191697,0.25356808492,738,531
MN,Ramsey County,27123,60,135042.0,532655,0.000444306215844,549,0.000112643268157,0.25352620364,682,532
AZ,Pima County,4019,212,254608.0,1004516,0.000832652548231,216,0.000211046912145,0.253463359469,293,533
NY,Erie County,36029,141,232343.0,922835,0.000606861407488,380,0.000152790043724,0.251770901624,506,534
PA,Northampton County,42095,28,75662.0,300654,0.000370066876371,646,9.31303092591e-05,0.251658052113,760,535
FL,Seminole County,12117,53,111119.0,442516,0.000476966135404,508,0.000119769680644,0.251107304595,653,536
FL,Hillsborough County,12057,146,328482.0,1316298,0.000444468798899,548,0.000110917132747,0.249549873965,688,537
IL,Kankakee County,17091,22,27765.0,111375,0.000792364487664,238,0.000197530864198,0.249292929293,339,538
NM,Taos County,35055,10,8224.0,33084,0.00121595330739,86,0.000302260911619,0.248579373715,110,539
